,NAICS12,INDEX ITEM DESCRIPTION
5986,325199,Chloroform manufacturing
5987,325199,Chloropicrin manufacturing
5988,325199,Citral manufacturing
5989,325199,"Citrates, not specified elsewhere by process, manufacturing"
5990,325199,Citric acid manufacturing
5991,325199,Citronellal manufacturing
5992,325199,Coumarin manufacturing
5993,325199,Cream of tartar manufacturing
5994,325199,Decahydronaphthalene manufacturing
5995,325199,Diethylene glycol manufacturing
5996,325199,Dimethyl divinyl acetylene (di-isopropenyl acetylene) manufacturing
5997,325199,Dimethylhydrazine manufacturing
5998,325199,"Enzyme proteins (i.e., basic synthetic chemicals) (except pharmaceutical use) manufacturing"
5999,325199,"Essential oils, synthetic, manufacturing"
6000,325199,"Esters, not specified elsewhere by process, manufacturing"
6001,325199,"Ethyl acetate, synthetic, manufacturing"
6002,325199,Ethyl butyrate manufacturing
6003,325199,Ethyl cellulose (except resins) manufacturing
6004,325199,Ethyl chloride manufacturing
6005,325199,Ethyl ether manufacturing
6006,325199,Ethyl formate manufacturing
6007,325199,Ethyl nitrite manufacturing
6008,325199,Ethyl perhydrophenanthrene manufacturing
6009,325199,Ethylene glycol ether manufacturing
6010,325199,Ethylene glycol manufacturing
6011,325199,Ethylene oxide manufacturing
6012,325199,Fatty acid esters and amines manufacturing
6013,325199,"Fatty acids (e.g., margaric, oleic, stearic) manufacturing"
6014,325199,Fatty alcohols manufacturing
6015,325199,"Flavoring materials (i.e., basic synthetic chemicals such as coumarin) manufacturing"
6016,325199,Formaldehyde manufacturing
6017,325199,Formalin manufacturing
6018,325199,Formic acid manufacturing
6019,325199,"Fuel propellants, solid organic, not specified elsewhere by process, manufacturing"
6020,325199,Geraniol manufacturing
6021,325199,"Glycerin (i.e., glycerol), synthetic, manufacturing"
6022,325199,Halogenated hydrocarbon derivatives (except aromatic) manufacturing
6023,325199,"Heterocyclic chemicals, not specified elsewhere by process, manufacturing"
6024,325199,Hexadecanol manufacturing
6025,325199,Hexamethylenediamine manufacturing
6026,325199,Hexamethylenetetramine manufacturing
6027,325199,Hexanol manufacturing
6028,325199,Ionone manufacturing
6029,325199,Isopropyl alcohol manufacturing
6030,325199,"Ketone compounds, not specified elsewhere by process, manufacturing"
6031,325199,Lactic acid manufacturing
6032,325199,Lauric acid esters and amines manufacturing
6033,325199,Linoleic acid esters and amines manufacturing
6034,325199,Malonic dinitrile manufacturing
6035,325199,Margaric acid manufacturing
6036,325199,Metallic soap manufacturing
6037,325199,"Methyl alcohol (i.e., methanol), synthetic, manufacturing"
6038,325199,Methyl chloride manufacturing
6039,325199,Methyl perhydrofluorine manufacturing
6040,325199,Methyl salicylate manufacturing
6041,325199,Methylamine manufacturing
6042,325199,Methylene chloride manufacturing
6043,325199,Monomethylparaminophenol sulfate manufacturing
6044,325199,Monosodium glutamate manufacturing
6045,325199,Naphthenic acid soaps manufacturing
6046,325199,"Natural nonfood coloring, manufacturing"
6047,325199,Nitrous ether manufacturing
6048,325199,"Oleic acid (i.e., red oil) manufacturing"
6049,325199,Oleic acid esters manufacturing
6050,325199,Organo-inorganic compound manufacturing
6051,325199,"Oxalates (e.g., ammonium oxalate, ethyl oxalate, sodium oxalate) manufacturing"
6052,325199,Oxalic acid manufacturing
6053,325199,Palmitic acid esters and amines manufacturing
6054,325199,Pentaerythritol manufacturing
6055,325199,Perchloroethylene manufacturing
6056,325199,"Perfume materials (i.e., basic synthetic chemicals, such as terpineol) manufacturing"
6057,325199,"Peroxides, organic, manufacturing"
6058,325199,Phosgene manufacturing
6059,325199,Phosphoric acid esters manufacturing
6060,325199,Phthalate acid manufacturing
6061,325199,"Plasticizers (i.e., basic synthetic chemicals) manufacturing"
6062,325199,Polyhydric alcohol esters and amines manufacturing
6063,325199,Polyhydric alcohols manufacturing
6064,325199,Potassium bitartrate manufacturing
6065,325199,"Potassium organic compounds, not specified elsewhere by process, manufacturing"
6066,325199,Propylcarbinol manufacturing
6067,325199,Propylene glycol manufacturing
6068,325199,"Red oil (i.e., oleic acid) manufacturing"
6069,325199,Saccharin manufacturing
6070,325199,Salicylic acid (except medicinal) manufacturing
6071,325199,Sebacic acid esters manufacturing
6072,325199,Sebacic acid manufacturing
6073,325199,Silicone (except resins) manufacturing
6074,325199,Sodium acetate manufacturing
6075,325199,Sodium alginate manufacturing
6076,325199,Sodium benzoate manufacturing
6077,325199,Sodium glutamate manufacturing
6078,325199,"Sodium organic compounds, not specified elsewhere by process, manufacturing"
6079,325199,Sodium pentachlorophenate manufacturing
6080,325199,Sodium sulfoxalate formaldehyde manufacturing
6081,325199,Sorbitol manufacturing
6082,325199,Stearic acid esters manufacturing
6083,325199,Stearic acid manufacturing
6084,325199,Stearic acid salts manufacturing
6085,325199,"Sugar substitutes (i.e., synthetic sweeteners blended with other ingredients) made in synthetic sweetener establishments"
6086,325199,"Synthetic sweeteners (i.e., sweetening agents) manufacturing"
6087,325199,"Tanning agents, synthetic organic, manufacturing"
6088,325199,Tartaric acid manufacturing
6089,325199,"Tartrates, not specified elsewhere by process, manufacturing"
6090,325199,Tear gas manufacturing
6091,325199,Terpineol manufacturing
6092,325199,Tert-butylated bis (p-phenoxyphenyl) ether fluid manufacturing
6093,325199,Tetrachloroethylene manufacturing
6094,325199,Tetraethyl lead manufacturing
6095,325199,Thioglycolic acid manufacturing
6096,325199,Transesterification of vegetable oils to produce fuels or fuel additives
6097,325199,Trichloroethylene manufacturing
6098,325199,Trichlorophenoxyacetic acid manufacturing
6099,325199,Tricresyl phosphate manufacturing
6100,325199,Tridecyl alcohol manufacturing
6101,325199,Triphenyl phosphate manufacturing
6102,325199,"Vanillin, synthetic, manufacturing"
6103,325199,Vinyl acetate (except resins) manufacturing
6104,325199,"Wood alcohol, synthetic, manufacturing"
6105,325211,Acetal resins manufacturing
6106,325211,Acrylic resins manufacturing
6107,325211,Acrylonitrile-butadiene-styrene (ABS) resins manufacturing
6108,325211,Alkyd resins manufacturing
6109,325211,Allyl resins manufacturing
6110,325211,Amino resins manufacturing
6111,325211,Amino-aldehyde resins manufacturing
6112,325211,Butadiene copolymers containing less than 50 percent butadiene manufacturing
6113,325211,Carbohydrate plastics manufacturing
6114,325211,Casein plastics manufacturing
6115,325211,Cellulose acetate resins manufacturing
6116,325211,Cellulose nitrate resins manufacturing
6117,325211,Cellulose propionate resins manufacturing
6118,325211,Cellulose resins manufacturing
6119,325211,Cellulose xanthate (viscose) manufacturing
6120,325211,Coal tar resins manufacturing
6121,325211,Coumarone-indene resins manufacturing
6122,325211,Cresol resins manufacturing
6123,325211,Cresol-furfural resins manufacturing
6124,325211,Dicyandiamine resins manufacturing
6125,325211,Diisocyanate resins manufacturing
6126,325211,Elastomers (except synthetic rubber) manufacturing
6127,325211,Epichlorohydrin bisphenol manufacturing
6128,325211,Epichlorohydrin diphenol manufacturing
6129,325211,Epoxy resins manufacturing
6130,325211,Ester gum manufacturing
6131,325211,Ethylcellulose plastics manufacturing
6132,325211,Ethylene-vinyl acetate resins manufacturing
6133,325211,Fluorohydrocarbon resins manufacturing
6134,325211,Fluoro-polymer resins manufacturing
6135,325211,Ion exchange resins manufacturing
6136,325211,Ionomer resins manufacturing
6137,325211,Isobutylene polymer resins manufacturing
6138,325211,Lignin plastics manufacturing
6139,325211,Melamine resins manufacturing
6140,325211,Methyl acrylate resins manufacturing
6141,325211,Methyl cellulose resins manufacturing
6142,325211,Methyl methacrylate resins manufacturing
6143,325211,"Nitrocellulose (i.e., pyroxylin) resins manufacturing"
6144,325211,Nylon resins manufacturing
6145,325211,Petroleum polymer resins manufacturing
6146,325211,Phenol-formaldehyde resins manufacturing
6147,325211,Phenol-furfural resins manufacturing
6148,325211,Phenolic resins manufacturing
6149,325211,Phenoxy resins manufacturing
6150,325211,Phthalic alkyd resins manufacturing
6151,325211,Phthalic anhydride resins manufacturing
6152,325211,"Plastics and synthetic resins regenerating, precipitating, and coagulating"
6153,325211,Polyacrylonitrile resins manufacturing
6154,325211,Polyamide resins manufacturing
6155,325211,Polycarbonate resins manufacturing
6156,325211,Polyester resins manufacturing
6157,325211,Polyethylene resins manufacturing
6158,325211,Polyethylene terephathalate (PET) resins manufacturing
6159,325211,Polyhexamethylenediamine adipamide resins manufacturing
6160,325211,Polyisobutylene resins manufacturing
6161,325211,Polymethacrylate resins manufacturing
6162,325211,Polypropylene resins manufacturing
6163,325211,Polystyrene resins manufacturing
6164,325211,Polytetrafluoroethylene resins manufacturing
6165,325211,Polyurethane resins manufacturing
6166,325211,Polyvinyl alcohol resins manufacturing
6167,325211,Polyvinyl chloride (PVC) resins manufacturing
6168,325211,Polyvinyl halide resins manufacturing
6169,325211,Polyvinyl resins manufacturing
6170,325211,Propylene resins manufacturing
6171,325211,Protein plastics manufacturing
6172,325211,"Pyroxylin (i.e., nitrocellulose) resins manufacturing"
6173,325211,"Resins, plastics (except custom compounding purchased resins), manufacturing"
6174,325211,"Rosins (i.e., modified resins) manufacturing"
6175,325211,Silicone resins manufacturing
6176,325211,Soybean plastics manufacturing
6177,325211,Styrene resins manufacturing
6178,325211,Styrene-acrylonitrile resins manufacturing
6179,325211,Tar acid resins manufacturing
6180,325211,Thermoplastic resins and plastics materials manufacturing
6181,325211,Thermosetting plastics resins manufacturing
6182,325211,Urea resins manufacturing
6183,325211,Urea-formaldehyde resins manufacturing
6184,325211,Vinyl acetate resins manufacturing
6185,325211,Vinyl chloride resins manufacturing
6186,325211,Vinyl resins manufacturing
6187,325211,Vinylidene resins manufacturing
6188,325212,Acrylate rubber manufacturing
6189,325212,Acrylate-butadiene rubber manufacturing
6190,325212,Acrylic rubber manufacturing
6191,325212,Butadiene copolymers containing more than 50 percent butadiene manufacturing
6192,325212,"Butadiene rubber (i.e., polybutadiene) manufacturing"
6193,325212,Butyl rubber manufacturing
6194,325212,"Chlorinated rubber, synthetic, manufacturing"
6195,325212,Chloroprene rubber manufacturing
6196,325212,Chlorosulfonated polyethylenes manufacturing
6197,325212,"Cyclo rubber, synthetic, manufacturing"
6198,325212,"Elastomers, synthetic rubber, manufacturing"
6199,325212,Epichlorohydrin elastomers manufacturing
6200,325212,Ethylene-propylene rubber manufacturing
6201,325212,Ethylene-propylene-nonconjugated diene (EPDM) rubber manufacturing
6202,325212,Fluoro rubbers manufacturing
6203,325212,Fluorocarbon derivative rubbers manufacturing
6204,325212,Isobutylene-isoprene rubber manufacturing
6205,325212,Isocyanate rubber manufacturing
6206,325212,"Latex rubber, synthetic, manufacturing"
6207,325212,Neoprene manufacturing
6208,325212,Nitrile rubber manufacturing
6209,325212,Nitrile-butadiene rubber manufacturing
6210,325212,Nitrile-chloroprene rubbers manufacturing
6211,325212,N-type rubber manufacturing
6212,325212,Polyethylene rubber manufacturing
6213,325212,Polyisobutylene rubber manufacturing
6214,325212,Polyisobutylene-isoprene rubber manufacturing
6215,325212,Polymethylene rubber manufacturing
6216,325212,Polysulfide rubber manufacturing
6217,325212,"Rubber, synthetic, manufacturing"
6218,325212,Silicone rubber manufacturing
6219,325212,Stereo rubber manufacturing
6220,325212,S-type rubber manufacturing
6221,325212,Styrene-butadiene rubber containing less than 50 percent styrene manufacturing
6222,325212,Styrene-chloroprene rubber manufacturing
6223,325212,Styrene-isoprene rubber manufacturing
6224,325212,"Synthetic rubber (i.e., vulcanizable elastomers) manufacturing"
6225,325212,Thermosetting vulcanizable elastomers manufacturing
6226,325212,Thiol rubber manufacturing
6227,325212,Urethane rubber manufacturing
6228,325212,Vulcanized oils manufacturing
6229,325220,Acetate fibers and filaments manufacturing
6230,325220,Acrylic fibers and filaments manufacturing
6231,325220,Acrylonitrile fibers and filaments manufacturing
6232,325220,Anidex fibers and filaments manufacturing
6233,325220,Casein fibers and filaments manufacturing
6234,325220,Cellophane film or sheet manufacturing
6235,325220,Cellulosic fibers and filaments manufacturing
6236,325220,Cellulosic filament yarn manufacturing
6237,325220,Cellulosic staple fibers manufacturing
6238,325220,"Cigarette tow, cellulosic fiber, manufacturing"
6239,325220,Elastomeric fibers and filaments manufacturing
6240,325220,"Fibers and filaments, cellulosic, manufacturing and texturizing"
6241,325220,"Fibers and filaments, noncellulosic, manufacturing and texturizing"
6242,325220,Fluorocarbon fibers and filaments manufacturing
6243,325220,Linear esters fibers and filaments manufacturing
6244,325220,Manmade cellulosic fibers manufacturing
6245,325220,Manmade noncellulosic fibers and filaments manufacturing
6246,325220,Modacrylic fibers and filaments manufacturing
6247,325220,Nitrocellulose fibers manufacturing
6248,325220,Noncellulosic fibers and filaments manufacturing
6249,325220,Noncellulosic filament yarn manufacturing
6250,325220,Noncellulosic staple fibers and filaments manufacturing
6251,325220,Nylon fibers and filaments manufacturing
6252,325220,Olefin fibers and filaments manufacturing
6253,325220,Organic noncellulosic fibers and filaments manufacturing
6254,325220,Polyester fibers and filaments manufacturing
6255,325220,Polyethylene terephthalate (PET) fibers and filaments manufacturing
6256,325220,Polyolefin fibers and filaments manufacturing
6257,325220,Polyvinyl ester fibers and filaments manufacturing
6258,325220,"Polyvinylidene chloride (i.e., saran) fibers and filaments manufacturing"
6259,325220,Protein fibers and filaments manufacturing
6260,325220,Rayon fibers and filaments manufacturing
6261,325220,Regenerated cellulosic fibers manufacturing
6262,325220,"Saran (i.e., polyvinylidene chloride) fibers and filaments manufacturing"
6263,325220,Soybean fibers and filaments manufacturing
6264,325220,"Spandex fiber, filaments, and yarn manufacturing"
6265,325220,Texturizing cellulosic yarn made in the same establishment
6266,325220,Texturizing noncellulosic yarn made in the same establishment
6267,325220,Throwing cellulosic yarn made in the same establishment
6268,325220,Throwing noncellulosic yarn made in the same establishment
6269,325220,Triacetate fibers and yarns manufacturing
6270,325220,Vinyl fibers and filaments manufacturing
6271,325220,Vinylidene chloride fiber and filament manufacturing
6272,325220,"Viscose fibers, bands, strips, and yarn manufacturing"
6273,325220,"Yarn, cellulosic filament, manufacturing"
6274,325220,"Yarn, cellulosic filament, manufacturing and texturizing"
6275,325220,"Yarn, noncellulosic fiber and filament, manufacturing"
6276,325220,"Yarn, noncellulosic fiber and filament, manufacturing and texturizing"
6277,325220,Zein fibers and filaments manufacturing
6278,325311,"Ammonia, anhydrous and aqueous, manufacturing"
6279,325311,Ammonium nitrate manufacturing
6280,325311,Ammonium sulfate manufacturing
6281,325311,Anhydrous ammonia manufacturing
6282,325311,"Fertilizers, mixed, made in plants producing nitrogenous fertilizer materials"
6283,325311,"Fertilizers, natural organic (except compost), manufacturing"
6284,325311,"Fertilizers, of animal waste origin, manufacturing"
6285,325311,"Fertilizers, of sewage origin, manufacturing"
6286,325311,Nitric acid manufacturing
6287,325311,Nitrogenous fertilizer materials manufacturing
6288,325311,"Plant foods, mixed, made in plants producing nitrogenous fertilizer materials"
6289,325311,Urea manufacturing
6290,325312,Ammonium phosphates manufacturing
6291,325312,Defluorinated phosphates manufacturing
6292,325312,Diammonium phosphates manufacturing
6293,325312,"Fertilizers, mixed, made in plants producing phosphatic fertilizer materials"
6294,325312,Phosphatic fertilizer materials manufacturing
6295,325312,Phosphoric acid manufacturing
6296,325312,"Plant foods, mixed, made in plants producing phosphatic fertilizer materials"
6297,325312,Superphosphates manufacturing
6298,325314,Compost manufacturing
6299,325314,"Fertilizers, mixed, made in plants not manufacturing fertilizer materials"
6300,325314,Mixing purchased fertilizer materials
6301,325314,Nitrogenous fertilizers made by mixing purchased materials
6302,325314,Phosphatic fertilizers made by mixing purchased materials
6303,325314,Potassic fertilizers made by mixing purchased materials
6304,325314,Potting soil manufacturing
6305,325320,Ant poisons manufacturing
6306,325320,Arsenate insecticides manufacturing
6307,325320,Arsenite insecticides manufacturing
6308,325320,Benzene hexachloride (BHC) insecticides manufacturing
6309,325320,Bordeaux mixture insecticides manufacturing
6310,325320,Botanical insecticides manufacturing
6311,325320,Chlordane insecticides manufacturing
6312,325320,Cholinesterse inhibitors used as insecticides manufacturing
6313,325320,DDT (dichlorodiphenyltrichloroethane) insecticides manufacturing
6314,325320,Defoliants manufacturing
6315,325320,"Dips (i.e., pesticides), cattle and sheep, manufacturing"
6316,325320,Endrin insecticides manufacturing
6317,325320,"Exterminating chemical products (e.g., fungicides, insecticides, pesticides) manufacturing"
6318,325320,Flea powders or sprays manufacturing
6319,325320,Fly sprays manufacturing
6320,325320,Fungicides manufacturing
6321,325320,Herbicides manufacturing
6322,325320,Household-type insecticides manufacturing
6323,325320,Insecticides manufacturing
6324,325320,Lime-sulfur fungicides manufacturing
6325,325320,Lindane pesticides manufacturing
6326,325320,Malathion insecticides manufacturing
6327,325320,Methoxychlor insecticides manufacturing
6328,325320,Moth repellants manufacturing
6329,325320,Nicotine insecticides manufacturing
6330,325320,Organo-phosphate based insecticides manufacturing
6331,325320,Parathion insecticides manufacturing
6332,325320,Paris green insecticides manufacturing
6333,325320,"Pest (e.g., ant, rat, roach, rodent) control poison manufacturing"
6334,325320,Pesticides manufacturing
6335,325320,Plant growth regulants manufacturing
6336,325320,Pyrethrin insecticides manufacturing
6337,325320,Roach poisons manufacturing
6338,325320,Rodent poisons manufacturing
6339,325320,Rodenticides manufacturing
6340,325320,Root removing chemicals manufacturing
6341,325320,Rotenone insecticides manufacturing
6342,325320,Seed treatment preparations manufacturing
6343,325320,Sodium arsenite insecticides manufacturing
6344,325320,Sulfur insecticides manufacturing
6345,325320,Termite poisons manufacturing
6346,325320,Tick powders or sprays manufacturing
6347,325320,Xanthone insecticides manufacturing
6348,325411,Acetylsalicylic acid manufacturing
6349,325411,"Adrenal derivatives, uncompounded, manufacturing"
6350,325411,Agar-agar grinding manufacturing
6351,325411,"Amphetamines, uncompounded, manufacturing"
6352,325411,"Anesthetics, uncompounded, manufacturing"
6353,325411,"Antibiotics, uncompounded, manufacturing"
6354,325411,"Anticholinergics, uncompounded, manufacturing"
6355,325411,"Anticonvulsants, uncompounded, manufacturing"
6356,325411,"Antidepressants, uncompounded, manufacturing"
6357,325411,"Ascorbic acid (i.e., vitamin C), uncompounded, manufacturing"
6358,325411,Atropine and derivatives manufacturing
6359,325411,"Barbiturates, uncompounded, manufacturing"
6360,325411,Barbituric acid manufacturing
6361,325411,Brucine manufacturing
6362,325411,"Caffeine and derivatives (i.e., basic chemicals) manufacturing"
6363,325411,"Cephalosporin, uncompounded, manufacturing"
6364,325411,"Cinchona and derivatives (i.e., basic chemicals) manufacturing"
6365,325411,"Cocaine and derivatives (i.e., basic chemicals) manufacturing"
6366,325411,"Cod liver oil, medicinal, uncompounded, manufacturing"
6367,325411,"Codeine and derivatives (i.e., basic chemicals) manufacturing"
6368,325411,"Concentrated medicinal chemicals, uncompounded, manufacturing"
6369,325411,"Cortisone, uncompounded, manufacturing"
6370,325411,"Digitoxin, uncompounded, manufacturing"
6371,325411,"Endocrine products, uncompounded, manufacturing"
6372,325411,"Enzyme proteins (i.e., basic synthetic chemicals), pharmaceutical use, manufacturing"
6373,325411,"Ephedrine and derivatives (i.e., basic chemicals) manufacturing"
6374,325411,"Ergot alkaloids (i.e., basic chemicals) manufacturing"
6375,325411,"Fish liver oils, medicinal, uncompounded, manufacturing"
6376,325411,"Glandular derivatives, uncompounded, manufacturing"
6377,325411,"Glycosides, uncompounded, manufacturing"
6378,325411,"Grinding and milling botanicals (i.e., for medicinal use)"
6379,325411,Herbal supplements manufacturing
6380,325411,"Hormones and derivatives, uncompounded, manufacturing"
6381,325411,"Hypnotic drugs, uncompounded, manufacturing"
6382,325411,"Insulin, uncompounded, manufacturing"
6383,325411,"Magnesia, medicinal, uncompounded, manufacturing"
6384,325411,"Medicinal chemicals, uncompounded, manufacturing"
6385,325411,"Morphine and derivatives (i.e., basic chemicals) manufacturing"
6386,325411,"Nicotine and derivatives (i.e., basic chemicals) manufacturing"
6387,325411,N-methylpiperazine manufacturing
6388,325411,"Oils, vegetable and animal, medicinal, uncompounded, manufacturing"
6389,325411,"Ophthalmic agents, uncompounded, manufacturing"
6390,325411,"Opium and opium derivatives (i.e., basic chemicals) manufacturing"
6391,325411,"Penicillin, uncompounded, manufacturing"
6392,325411,"Physostigmine and derivatives (i.e., basic chemicals) manufacturing"
6393,325411,"Pituitary gland derivatives, uncompounded, manufacturing"
6394,325411,"Procaine and derivatives (i.e., basic chemicals) manufacturing"
6395,325411,"Quinine and derivatives (i.e., basic chemicals) manufacturing"
6396,325411,"Reserpines (i.e., basic chemicals) manufacturing"
6397,325411,"Salicylic acid, medicinal, uncompounded, manufacturing"
6398,325411,"Steroids, uncompounded, manufacturing"
6399,325411,"Strychnine and derivatives (i.e., basic chemicals) manufacturing"
6400,325411,"Sulfa drugs, uncompounded, manufacturing"
6401,325411,"Sulfonamides, uncompounded, manufacturing"
6402,325411,"Tetracycline, uncompounded, manufacturing"
6403,325411,"Theobromine and derivatives (i.e., basic chemicals) manufacturing"
6404,325411,"Vegetable alkaloids (i.e., basic chemicals) (e.g., caffeine, codeine, morphine, nicotine), manufacturing"
6405,325411,"Vitamins, uncompounded, manufacturing"
6406,325412,Adrenal medicinal preparations manufacturing
6407,325412,Analgesic preparations manufacturing
6408,325412,Anesthetic preparations manufacturing
6409,325412,Angiourographic diagnostic preparations manufacturing
6410,325412,Antacid preparations manufacturing
6411,325412,Anthelmintic preparations manufacturing
6412,325412,Antibacterial preparations manufacturing
6413,325412,Antibiotic preparations manufacturing
6414,325412,Antidepressant preparations manufacturing
6415,325412,Antihistamine preparations manufacturing
6416,325412,Antineoplastic preparations manufacturing
6417,325412,Antipyretic preparations manufacturing
6418,325412,Antiseptic preparations manufacturing
6419,325412,Antispasmodic preparations manufacturing
6420,325412,Astringent preparations manufacturing
6421,325412,Barbiturate preparations manufacturing
6422,325412,Barium in-vivo diagnostic substances manufacturing
6423,325412,Belladonna preparations manufacturing
6424,325412,Birth control pills manufacturing
6425,325412,Botanical extract preparations (except in-vitro diagnostics) manufacturing
6426,325412,Cardiac preparations manufacturing
6427,325412,Cathartic preparations manufacturing
6428,325412,Central nervous system stimulant preparations manufacturing
6429,325412,Coagulation in-vivo diagnostic substances manufacturing
6430,325412,Cold remedies manufacturing
6431,325412,Contraceptive preparations manufacturing
6432,325412,"Contrast media in-vivo diagnostic substances (e.g., iodine, barium) manufacturing"
6433,325412,"Cough drops, medicated, manufacturing"
6434,325412,Cough medicines manufacturing
6435,325412,Cyclopropane medicinal preparations manufacturing
6436,325412,Dermatological preparations manufacturing
6437,325412,Diagnostic biological preparations (except in-vitro) manufacturing
6438,325412,Digestive system preparations manufacturing
6439,325412,Digitalis medicinal preparations manufacturing
6440,325412,Diuretic preparations manufacturing
6441,325412,Effervescent salts manufacturing
6442,325412,Electrolyte in-vivo diagnostic substances manufacturing
6443,325412,Eye and ear preparations manufacturing
6444,325412,Fever remedy preparations manufacturing
6445,325412,Glandular medicinal preparations manufacturing
6446,325412,Hematology in-vivo diagnostic substances manufacturing
6447,325412,Hormone preparations (except in-vitro diagnostics) manufacturing
6448,325412,Insulin preparations manufacturing
6449,325412,Intravenous (IV) solution preparations manufacturing
6450,325412,In-vivo diagnostic substances manufacturing
6451,325412,Iodinated in-vivo diagnostic substances manufacturing
6452,325412,Laxative preparations manufacturing
6453,325412,Lip balms manufacturing
6454,325412,Metabolite in-vivo diagnostic substances manufacturing
6455,325412,"Mouthwashes, medicated, manufacturing"
6456,325412,Muscle relaxant preparations manufacturing
6457,325412,Nonprescription drug preparations manufacturing
6458,325412,"Nuclear medicine (e.g., radioactive isotopes) preparations manufacturing"
6459,325412,Oral contraceptive preparations manufacturing
6460,325412,Patent medicine preparations manufacturing
6461,325412,Penicillin preparations manufacturing
6462,325412,"Pharmaceutical preparations (e.g., capsules, liniments, ointments, tablets) manufacturing"
6463,325412,Pituitary gland preparations manufacturing
6464,325412,Radioactive in-vivo diagnostic substances manufacturing
6465,325412,Sedative preparations manufacturing
6466,325412,Sodium chloride pharmaceutical preparations manufacturing
6467,325412,Sodium salicylate preparations manufacturing
6468,325412,Suppositories manufacturing
6469,325412,Technetium medicinal preparations manufacturing
6470,325412,Thyroid preparations manufacturing
6471,325412,Tincture of iodine preparations manufacturing
6472,325412,Tranquilizer preparations manufacturing
6473,325412,Vermifuge preparations manufacturing
6474,325412,Veterinary medicinal preparations manufacturing
6475,325412,Vitamin preparations manufacturing
6476,325412,"Water (i.e., drinking) decontamination or purification tablets manufacturing"
6477,325412,Zinc oxide medicinal preparations manufacturing
6478,325413,Blood derivative in-vitro diagnostic substances manufacturing
6479,325413,Blood glucose test kits manufacturing
6480,325413,Coagulation in-vitro diagnostic substances manufacturing
6481,325413,Cytology and histology in-vitro diagnostic substances manufacturing
6482,325413,"Diagnostic substances, in-vitro, manufacturing"
6483,325413,Enzyme and isoenzyme in-vitro diagnostic substances manufacturing
6484,325413,Hematology in-vitro diagnostic substances manufacturing
6485,325413,HIV test kits manufacturing
6486,325413,Hormone in-vitro diagnostic substances manufacturing
6487,325413,In-vitro diagnostic substances manufacturing
6488,325413,"Microbiology, virology, and serology in-vitro diagnostic substances manufacturing"
6489,325413,Pregnancy test kits manufacturing
6490,325413,Viral in-vitro diagnostic test substances manufacturing
6491,325414,Agar culture media manufacturing
6492,325414,Aggressins (except in-vitro) manufacturing
6493,325414,Allergenic extracts (except diagnostic substances) manufacturing
6494,325414,Allergens manufacturing
6495,325414,Antigens manufacturing
6496,325414,Antiserums manufacturing
6497,325414,Antitoxins manufacturing
6498,325414,Antivenoms manufacturing
6499,325414,Bacterial vaccines manufacturing
6500,325414,"Bacterins (i.e., bacterial vaccines) manufacturing"
6501,325414,Blood derivatives manufacturing
6502,325414,Blood fractions manufacturing
6503,325414,Cholera serums manufacturing
6504,325414,Culture media manufacturing
6505,325414,Gene therapy preparations manufacturing
6506,325414,Hematology products (except diagnostic substances) manufacturing
6507,325414,Plasmas manufacturing
6508,325414,Serums (except diagnostic substances) manufacturing
6509,325414,"Toxoids (e.g., diphtheria, tetanus) manufacturing"
6510,325414,"Tuberculin (i.e., tuberculo-protein derived) manufacturing"
6511,325414,"Vaccines (i.e., bacterial, virus) manufacturing"
6512,325414,Virus vaccines manufacturing
6513,325510,"Architectural coatings (i.e., paint) manufacturing"
6514,325510,Calcimines manufacturing
6515,325510,"Dispersions, pigment, manufacturing"
6516,325510,"Dopes, paint, and laquer, manufacturing"
6517,325510,"Driers, paint and varnish, manufacturing"
6518,325510,Enamel paints manufacturing
6519,325510,Epoxy coatings made from purchased resins
6520,325510,"Fillers, wood (e.g., dry, liquid, paste), manufacturing"
6521,325510,Frit manufacturing
6522,325510,Glaziers' putty manufacturing
6523,325510,"Industrial product finishes and coatings (i.e., paint) manufacturing"
6524,325510,Lacquers manufacturing
6525,325510,"Latex paint (i.e., water based) manufacturing"
6526,325510,Marine paints manufacturing
6527,325510,Motor vehicle paints manufacturing
6528,325510,Paint and varnish removers manufacturing
6529,325510,Paint thinner and reducer preparations manufacturing
6530,325510,Paintbrush cleaners manufacturing
6531,325510,Paints (except artist's) manufacturing
6532,325510,"Paints, emulsion (i.e., latex paint), manufacturing"
6533,325510,"Paints, oil and alkyd vehicle, manufacturing"
6534,325510,Plastic wood fillers manufacturing
6535,325510,Plastisol coating compounds manufacturing
6536,325510,Polyurethane coatings manufacturing
6537,325510,Powder coatings manufacturing
6538,325510,"Primers, paint, manufacturing"
6539,325510,Shellac manufacturing
6540,325510,Stains (except biological) manufacturing
6541,325510,Varnishes manufacturing
6542,325510,"Water repellant coatings for wood, concrete and masonry manufacturing"
6543,325510,Wood fillers manufacturing
6544,325520,"Adhesives (except asphalt, dental, gypsum base) manufacturing"
6545,325520,Caulking compounds (except gypsum base) manufacturing
6546,325520,"Cement, rubber, manufacturing"
6547,325520,"Construction adhesives (except asphalt, gypsum base) manufacturing"
6548,325520,Dextrin glues manufacturing
6549,325520,Epoxy adhesives manufacturing
6550,325520,Glues (except dental) manufacturing
6551,325520,Joint compounds (except gypsum base) manufacturing
