,NAICS12,INDEX ITEM DESCRIPTION
751,212234,Copper ore mine site development for own account
752,212234,Copper ores mining and/or beneficiating
753,212234,Copper-water precipitates
754,212234,Cuprite mining and/or beneficiating
755,212234,Nickel concentrates recovery
756,212234,Nickel ore beneficiating plants
757,212234,Nickel ore mine site development for own account
758,212234,Nickel ores mining and/or beneficiating
759,212291,Carnotite mining and/or beneficiating
760,212291,"Leaching of uranium, radium, or vanadium ores"
761,212291,Pitchblende mining and/or beneficiating
762,212291,Radium ores mining and/or beneficiating
763,212291,Roscoelite (vanadium hydromica) mining and/or beneficiating
764,212291,Tyuyamunite mining and/or beneficiating
765,212291,Uraninite (pitchblende) mining and/or beneficiating
766,212291,Uranium ores mining and/or beneficiating
767,212291,Uranium-radium-vanadium ore mine site development for own account
768,212291,Uranium-radium-vanadium ores mining and/or beneficiating
769,212291,Vanadium ores mining and/or beneficiating
770,212299,Antimony concentrates mining and/or beneficiating
771,212299,Antimony ores mining and/or beneficiating
772,212299,Bastnaesite mining and/or beneficiating
773,212299,Bauxite mining and/or beneficiating
774,212299,Beryl mining and/or beneficiating
775,212299,Beryllium concentrates beneficiating
776,212299,Beryllium ores mining and/or beneficiating
777,212299,Cerium concentrates mining and/or beneficiating
778,212299,Cerium ores mining and/or beneficiating
779,212299,Chromite mining and/or beneficiating
780,212299,Chromium concentrates beneficiating
781,212299,Chromium ore mining and/or beneficiating
782,212299,Cinnabar mining and/or beneficiating
783,212299,Cobalt concentrates beneficiating
784,212299,Cobalt ores mining and/or beneficiating
785,212299,Columbite mining and/or beneficiating
786,212299,Columbium ores mining and/or beneficiating
787,212299,Ferberite ores and concentrates mining and/or beneficiating
788,212299,"Ferroalloy ores (except vanadium) (e.g., chromium, columbium, molybdenum, tungsten) mining and/or beneficiating"
789,212299,Hafnium mining and/or beneficiating
790,212299,Huebnerite mining and/or beneficiating
791,212299,Ilmenite ores mining and/or beneficiating
792,212299,Iridium mining and/or beneficiating
793,212299,Manganese concentrates beneficiating
794,212299,Manganese ores mining and/or beneficiating
795,212299,Manganiferousares ores (not valued for iron content) mining and/or beneficiating
796,212299,Manganite mining and/or beneficiating
797,212299,Mercury (quicksilver) mining and/or beneficiating
798,212299,Mercury ores mining and/or beneficiating
799,212299,Microlite mining and/or beneficiating
800,212299,Molybdenite mining and/or beneficiating
801,212299,Molybdenum ores mining and/or beneficiating
802,212299,Molybdite mining and/or beneficiating
803,212299,Monazite mining and/or beneficiating
804,212299,Osmium mining and/or beneficiating
805,212299,Palladium mining and/or beneficiating
806,212299,Platinum mining and/or beneficiating
807,212299,Psilomelane mining and/or beneficiating
808,212299,Pyrolusite mining and/or beneficiating
809,212299,Quicksilver ores and metal mining and/or beneficiating
810,212299,Rare earth metal concentrates beneficiating
811,212299,Rare earth metal ores mining and/or beneficiating
812,212299,Rhodium mining and/or beneficiating
813,212299,Rhodochrosite mining and/or beneficiating
814,212299,Ruthenium ore mining and/or beneficiating
815,212299,Rutile mining and/or beneficiating
816,212299,Scheelite mining and/or beneficiating
817,212299,Tantalite mining and/or beneficiating
818,212299,Tantalum ores mining and/or beneficiating
819,212299,Thallium mining and/or beneficiating
820,212299,Thorite mining and/or beneficiating
821,212299,Thorium ores mining and/or beneficiating
822,212299,Tin metal concentrates beneficiating
823,212299,Tin metal ores mining and/or beneficiating
824,212299,"Titaniferous-magnetite ores, valued chiefly for titanium content, mining and/or beneficiating"
825,212299,Titanium concentrates beneficiating
826,212299,Titanium ores mining and/or beneficiating
827,212299,Tungsten concentrates beneficiating
828,212299,Tungsten ores mining and/or beneficiating
829,212299,Wolframite mining and/or beneficiating
830,212299,Wulfenite mining and/or beneficiating
831,212299,Zirconium concentrates beneficiating
832,212299,Zirconium ores mining and/or beneficiating
833,212311,Argillite mining or quarrying
834,212311,Basalt mining or quarrying
835,212311,Bluestone mining or quarrying
836,212311,Calcareous tufa mining or quarrying
837,212311,Diabase mining or quarrying
838,212311,Dimension stone mining or quarrying
839,212311,Diorite mining or quarrying
840,212311,Dolomite mining or quarrying
841,212311,Dolomitic marble mining or quarrying
842,212311,Flagstone mining or quarrying
843,212311,Gabbro mining or quarrying
844,212311,Gneiss mining or quarrying
845,212311,Granite mining or quarrying
846,212311,Greenstone mining or quarrying
847,212311,Limestone mining or quarrying
848,212311,Marble mining or quarrying
849,212311,Mica schist mining or quarrying
850,212311,Onyx marble mining or quarrying
851,212311,Quartzite dimension stone mining or quarrying
852,212311,Sandstone mining or quarrying
853,212311,"Schist, mica, mining or quarrying"
854,212311,Serpentine mining or quarrying
855,212311,Slate mining or quarrying
856,212311,"Stone, dimension, mining or quarrying"
857,212311,Syenite (except nepheline) mining or quarrying
858,212311,Trap rock mining or quarrying
859,212311,Travertine mining or quarrying
860,212311,"Tufa, calcareous, mining or quarrying"
861,212311,Verde' antique mining or quarrying
862,212311,"Volcanic rock, mining or quarrying"
863,212312,Agricultural limestone mining and/or beneficiating
864,212312,Calcareous tufa crushed and broken stone mining and/or beneficiating
865,212312,Cement rock crushed and broken stone mining and/or beneficiating
866,212312,Chalk crushed and broken stone mining and/or beneficiating
867,212312,"Chalk, ground or otherwise treated, mining and/or beneficiating"
868,212312,Dolomite crushed and broken stone mining and/or beneficiating
869,212312,"Lime rock, ground, mining and/or beneficiating"
870,212312,Limestone (except bituminous) crushed and broken stone mining and/or beneficiating
871,212312,"Limestone beneficiating plants (e.g., grinding or pulverizing)"
872,212312,Marl crushed and broken stone mining and/or beneficiating
873,212312,"Riprap, limestone, mining or quarrying"
874,212312,"Riprap, limestone, preparation plants"
875,212312,Travertine crushed and broken stone mining and/or beneficiating
876,212312,"Tufa, calcareous, crushed and broken stone, mining and/or beneficiating"
877,212312,"Whiting crushed and broken stone, mining and/or beneficiating"
878,212313,Diorite crushed and broken stone mining and/or beneficiating
879,212313,Gneiss crushed and broken stone mining and/or beneficiating
880,212313,"Granite beneficiating plants (e.g., grinding or pulverizing)"
881,212313,Granite crushed and broken stone mining and/or beneficiating
882,212313,"Riprap, granite, mining or quarrying"
883,212313,"Riprap, granite, preparation plants"
884,212313,Syenite (except nepheline) crushed and broken stone mining and/or beneficiating
885,212319,Basalt crushed and broken stone mining and/or beneficiating
886,212319,Bituminous limestone mining and/or beneficiating
887,212319,Bituminous sandstone mining and/or beneficiating
888,212319,Boulder crushed and broken mining and/or beneficiating
889,212319,Diabase crushed and broken stone mining and/or beneficiating
890,212319,Dolomitic marble crushed and broken stone mining and/or beneficiating
891,212319,Gabbro crushed and broken stone mining and/or beneficiating
892,212319,Ganister crushed and broken stone mining and/or beneficiating
893,212319,"Granules, slate, mining and/or beneficiating"
894,212319,Grits crushed and broken stone mining and/or beneficiating
895,212319,"Limestone, bituminous, mining and/or beneficiating"
896,212319,Marble crushed and broken stone mining and/or beneficiating
897,212319,Mica schist crushed and broken stone mining and/or beneficiating
898,212319,Onyx marble crushed and broken stone mining and/or beneficiating
899,212319,Quartzite crushed and broken stone mining and/or beneficiating
900,212319,"Riprap (except granite, limestone) preparation plants"
901,212319,Riprap (except limestone and granite) mining or quarrying
902,212319,Sandstone crushed and broken stone mining
903,212319,"Schist, mica, crushed and broken stone, mining and/or beneficiating"
904,212319,Serpentine crushed and broken stone mining and/or beneficiating
905,212319,Slate crushed and broken stone mining and/or beneficiating
906,212319,"Stone (except limestone and granite) beneficiating plants (e.g., grinding)"
907,212319,"Stone, crushed and broken (except granite or limestone), mining and/or beneficiating"
908,212319,Trap rock crushed and broken stone mining and/or beneficiating
909,212319,Verde' antique crushed and broken stone mining and/or beneficiating
910,212319,Volcanic rock crushed and broken stone mining and/or beneficiating
911,212321,Common sand quarrying and/or beneficiating
912,212321,"Construction sand and gravel beneficiating (e.g., grinding, screening, washing)"
913,212321,Construction sand or gravel dredging
914,212321,Gravel quarrying and/or beneficiating
915,212321,Pebbles (except grinding) mining and/or beneficiating
916,212321,"Sand and gravel quarrying (i.e., construction grade) and/or beneficiating"
917,212321,"Sand, construction grade, quarrying and/or beneficiating"
918,212322,Abrasive sand quarrying and/or beneficiating
919,212322,Blast sand quarrying and/or beneficiating
920,212322,Enamel sand quarrying and/or beneficiating
921,212322,Filtration sand quarrying and/or beneficiating
922,212322,Foundry sand quarrying and/or beneficiating
923,212322,Glass sand quarrying and/or beneficiating
924,212322,Grinding sand quarrying and/or beneficiating
925,212322,"Industrial sand beneficiating (e.g., screening, washing)"
926,212322,Industrial sand sandpits and dredging
927,212322,Molding sand quarrying and/or beneficiating
928,212322,"Sand, blast, quarrying and/or beneficiating"
929,212322,"Sand, industrial (e.g., engine, filtration, glass grinding), quarrying and/or beneficiating"
930,212322,Silica mining and/or beneficiating
931,212322,Silica sand quarrying and/or beneficiating
932,212324,Ball clay mining and/or beneficiating
933,212324,China clay mining and/or beneficiating
934,212324,"Clay, ball, mining and/or beneficiating"
935,212324,"Clay, natural, mining and/or beneficiating"
936,212324,Kaolin mining and/or beneficiating
937,212324,Paper clay mining and/or beneficiating
938,212324,Rubber clay mining and/or beneficiating
939,212324,Slip clay mining and/or beneficiating
940,212325,Andalusite mining and/or beneficiating
941,212325,Aplite mining and/or beneficiating
942,212325,Bentonite mining and/or beneficiating
943,212325,Bleaching clay mining and/or beneficiating
944,212325,Brucite mining and/or beneficiating
945,212325,Burley mining and/or beneficiating
946,212325,"Clay (except kaolin, ball) mining and/or beneficiating"
947,212325,Clay bleaching
948,212325,"Clay, ceramic and refractory minerals, mining and/or beneficiating"
949,212325,"Clay, fire, mining and/or beneficiating"
